texto,calificacion,lugar,categoria,fuente
"Absolutely beautiful place. The bungalows are set in the most amazing gardens. Each bungalow is very well laid out, loved sitting in the veranda looking at the beautiful flowers and plants and observing the wonderful hummingbirds who constantly fly by. There is a communal kitchen with free tea and coffee but breakfast is also available which was $7 and delicious. Also has a lovely pool and jacuzzi. We had 4 nights here and I honestly do not think we could have found a nicer place to stay in La Fortuna. A special mention to Elisabeth at Reception, she was such a character and always so helpful and friendly. Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking
This property is beautiful. The staff is wonderful. Good breakfast. Lovely rooms.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Would happily return and recommend to anyone looking for an oasis on the outskirts of the town. The gardens were beautifully maintained and we saw parrots, hummingbirds and loads of other birds each day. It's a good 2km downhill walk to the town on an uneven footpath, which is fine if you've no mobility issues.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful garden with spacious Bungalows. Ours also had a big terrace with rocking chairs. Bathroom is quite big and they also provide extra blankets in case it gets cold during the night. Its at the main street but you can’t hear the traffic at all once the gate closes behind you.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"La Roca Negra is like staying in paradise! The wildlife is amazing, particularly the birds. I saw dozens of species, just walking around, including many humming birds, tanegers, and a white hawk. I also spotted a family of agouti. When the weather clears there is also a view of the volcano. Not much not to like.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Location was excellent… peaceful& quiet respite between adventures… optional breakfast was good and inexpensive… Towels & some blankets had a musty odor… Freshening up laundry would improve the experience,5,Hotel Roca Negra del Arenal,alojamiento,booking
"We loved it! The hotel was super beautiful, clean, and well-organized. The variety of board games was great because we had so much fun, as well as with the ping-pong table and foosball they have. The size of the room was perfect too. We had an amazing vacation! We requested that our room be cleaned, but unfortunately, when we returned from our tour, it was still not tidy. :(",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Lovely, modern large room and bathroom. Beautiful tropical gardens, great pool with hot tub, plus fun games room. Helpful friendly staff, near lots of restaurants. We didn’t have a car, but it was very easy and to get an Uber and lots of excursions/attractions will pick up up. It’s a little out of town, although there are restaurants locally. It meant it was a very relaxing place to stay though - central La Fortuna was very busy.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Jacuzzi Not a lot of guests seemed to be social and actually use any of the cool facilities like the pool and game room. Weird.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The room and grounds were very beautiful. This exceeded our expectations. The location was also fantastic. The cost was 13% higher than the booking.com reservation confirmation. Additionally, the property only accepted cash payment which was not expected and a minor inconvenience.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful grounds. Modern and comfortable.,5,Hotel Roca Negra del Arenal,alojamiento,booking
The host is very nice. The environment is very family friendly! The breakfast is good! Kids love it!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The breakfast, the view, the gardens, and the staff.  They were all lovely. The dehumidifier wasn't strong enough and the filter needed to be cleaned as it was blinking a red light that was very visible as we tried to sleep.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Absolutely amazing place. This was the best accomodation we had in Costa Rica. Nice, clean room surrounded by beautiful garden. The garden is full of beautiful, colourful flowers, bushes, trees and the peacocks complement it all perfectly. The staff was very friendly and helpful. Love it, love it, love it here.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Staff was very friendly. Our room was clean and we loved the hammock on the porch looking at the volcano. Close to food, you could walk or drive to another little section further down. Was in a good location!",5,Hotel Roca Negra del Arenal,alojamiento,booking
The gardens and view are beautiful.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Well located hotel with very clean rooms, we stayed in two rooms and most days ordered the breakfast which I thought good value for money in such a tourist town.  Nice pool, and great to have the game room on rainy days. Also front desk staff able to book some activities at discounted rates. Prepare to pay cash for your stay. Could be noisy from semi trucks braking outside  the main road but this was a common thing at all our hotels as trucks have no alternate routes.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Staff like Eugenia were caring and helpful. Personalized service. Beautiful amazing flowers in the garden and clean. Pillows were very comfortable Breakfast was ordinary,5,Hotel Roca Negra del Arenal,alojamiento,booking
"The room was spacious and beautiful; the landscaping and flowers were fantastic; the patio was the best! We sat outside and watched the many birds and other critters that visited. We loved being in the cabins furthest away. Breakfasts were awesome; all the staff and especially Elizabeth and Eugenie were so helpful, gracious and enjoyable to be around.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Breakfast was very reasonably priced and tasty. The resort is beautiful. Cabins set amongst lovely plants and flowers. Lovely trail around the grounds. Lots of wildlife dog and two cats about. Two tricking chairs outside front with view of volcano La Fortuna road is very busy and noisy. Busier than the M25! Quite noisy at times,5,Hotel Roca Negra del Arenal,alojamiento,booking
Beautiful property. Exceptionally clean. Pleasant and helpful staff.  Would recommend 100%,5,Hotel Roca Negra del Arenal,alojamiento,booking
They accommodate our request for early checking. Great location,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Loved the porch sitting area, enjoyed the peaceful setting.  Lots of birds. Walking distance to restaurants, grocery store. Pool table, ping pong table, etc  provided downtime entertainment.  Short drive to many tours, site seeing activities.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Clean, perfect location and lovely hosts. Breakfast was super too!",5,Hotel Roca Negra del Arenal,alojamiento,booking
Roca Negra is beautiful! The staff is so friendly as our stay was extremely comfortable! Highly recommend for families especially. Breakfast was very good and reasonably priced. We loved our stay! The roosters start crowing very early in the morning so earplugs are recommended if you are not an early riser.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"We were treated very nicely. We got tipps for activities, what to do.
The room was very nice, within the garden with many plants and flowers where you could see quite a few birds. The view of the volcano was nice, when it wasn't raining too hard.
There wasn't a breakfast option during our stay, but there were possibilities of getting breakfast - and also dinner - nearby, a few minutes by foot..",5,Hotel Roca Negra del Arenal,alojamiento,booking
